"","ref.p_val","ref.avg_log2FC","ref.pct.1","ref.pct.2","ref.p_val_adj","gene"
"Ttc28",1.01120049073948e-34,0.261654570086616,0.192,0.063,1.52499146008421e-30,"Ttc28"
"Rpl23",1.14612316904478e-34,0.382932707521608,0.95,0.944,1.72846835123643e-30,"Rpl23"
"Pcp4l1",1.2056749003057e-34,-0.411836200084161,0.348,0.544,1.81827831715102e-30,"Pcp4l1"
"Ncoa7",2.50923748973679e-34,0.358240653940188,0.519,0.333,3.78418105827205e-30,"Ncoa7"
"Dpp6",2.71069163225686e-34,0.420752469234776,0.626,0.449,4.08799405060657e-30,"Dpp6"
"Slc2a13",3.55949590118439e-34,0.245493769249528,0.235,0.091,5.36807576857617e-30,"Slc2a13"
"Grm1",3.70794908144655e-34,0.387190322627389,0.379,0.206,5.59195800972954e-30,"Grm1"
"Rpl4",3.95980647943598e-34,0.416401312348307,0.918,0.898,5.9717841516374e-30,"Rpl4"
"Rpl10",4.99718100075872e-34,0.40678423314357,0.905,0.883,7.53624866724422e-30,"Rpl10"
"Rps24",2.1520837171477e-33,0.385707575919367,0.924,0.92,3.24555745383044e-29,"Rps24"
"Mal2",2.78291309411313e-33,0.24764029064212,0.246,0.099,4.19691123723201e-29,"Mal2"
"A730017C20Rik",3.66884109935932e-33,0.366214043632331,0.382,0.212,5.53297926194379e-29,"A730017C20Rik"
"Rgs10",3.72076096053397e-33,0.38068943311728,0.528,0.336,5.61127960458128e-29,"Rgs10"
"Kcnab1",4.91811613002709e-33,0.252829615339611,0.184,0.059,7.41701093569385e-29,"Kcnab1"
"Pcdh8",4.9366007934573e-33,0.30137582464056,0.256,0.11,7.44488765661296e-29,"Pcdh8"
"Cd83",5.61780359083002e-33,0.398357205840714,0.369,0.206,8.47220959533075e-29,"Cd83"
"Rps25",6.59465789945618e-33,0.434651779144904,0.901,0.881,9.94540357816987e-29,"Rps25"
"Ephb1",6.90520267461808e-33,0.296277741516844,0.357,0.186,1.04137361535915e-28,"Ephb1"
"Dbndd2",1.2862194870133e-32,0.314732906998602,0.42,0.244,1.93974760836476e-28,"Dbndd2"
"Apbb1",1.47188482880042e-32,0.308798577119097,0.521,0.332,2.21974951031392e-28,"Apbb1"
"Dpp10",1.84111745576547e-32,0.257607510539451,0.327,0.158,2.77658923503991e-28,"Dpp10"
"Gabra2",2.19996373209236e-32,0.454334139018396,0.555,0.394,3.31776530436849e-28,"Gabra2"
"Adcy2",2.25360932513612e-32,0.287379191710415,0.31,0.149,3.39866822323778e-28,"Adcy2"
"Gria1",2.39478453632928e-32,-0.363058564607099,0.399,0.598,3.61157455923819e-28,"Gria1"
"H3f3b",3.06648116347528e-32,-0.399883605942034,0.908,0.944,4.62456024263706e-28,"H3f3b"
"Adgrb3",3.28878715669615e-32,0.307719981421567,0.371,0.199,4.95981991101347e-28,"Adgrb3"
"Calm1",3.85611765892352e-32,0.538504861367502,0.981,0.984,5.81541104142255e-28,"Calm1"
"Efhd2",4.11765867484565e-32,0.398891463821706,0.419,0.245,6.20984104753473e-28,"Efhd2"
"Tmem191c",4.19664957882468e-32,0.371452304861834,0.772,0.652,6.32896722982551e-28,"Tmem191c"
"Serp2",4.6758935276977e-32,0.407871915849487,0.874,0.829,7.05171502912091e-28,"Serp2"
"Eef1a1",4.70737889768675e-32,0.451394427566523,0.946,0.944,7.09919811560139e-28,"Eef1a1"
"Lmo4",5.08181595742721e-32,-0.927149050766624,0.299,0.447,7.66388664539597e-28,"Lmo4"
"Ablim2",9.03126431278409e-32,0.269947569545721,0.325,0.164,1.36200497101097e-27,"Ablim2"
"Scn8a",9.68662595329427e-32,0.334423994340921,0.594,0.404,1.46084006001631e-27,"Scn8a"
"1110008P14Rik",1.06231479581388e-31,0.373503348851998,0.696,0.533,1.60207694356691e-27,"1110008P14Rik"
"Rps26",1.10559573569264e-31,0.408241960289843,0.879,0.829,1.66734892899806e-27,"Rps26"
"Sptb",1.77236478481221e-31,0.270185739580221,0.297,0.14,2.6729033319753e-27,"Sptb"
"Camk2n2",2.15287074502352e-31,0.344569589119595,0.614,0.433,3.24674437056997e-27,"Camk2n2"
"H2afv",4.01634449453181e-31,-0.390264021822788,0.413,0.576,6.05704913220342e-27,"H2afv"
"Ap1ar",4.04719496620227e-31,0.311011697931456,0.436,0.263,6.10357472852965e-27,"Ap1ar"
"Pak1",6.04314823080543e-31,0.488491614360151,0.662,0.516,9.11367184687767e-27,"Pak1"
"Crip2",6.95614682569164e-31,0.262685492412305,0.208,0.079,1.04905650278256e-26,"Crip2"
"Naca",7.75234659772681e-31,0.401203879315705,0.892,0.863,1.16913139040318e-26,"Naca"
"Gas7",9.83846745908667e-31,0.294626974326269,0.272,0.126,1.48373927750486e-26,"Gas7"
"Rpl6",1.05891766022738e-30,0.401258331763752,0.93,0.913,1.59695372338892e-26,"Rpl6"
"Ckmt1",1.21465230850391e-30,0.289537541552932,0.533,0.341,1.83181714645475e-26,"Ckmt1"
"Npm1",1.37160711859334e-30,0.358247255866217,0.712,0.568,2.06852069555062e-26,"Npm1"
"Dst",1.41367183226502e-30,0.357818528323007,0.707,0.542,2.13195849023888e-26,"Dst"
"Whrn",1.62229235295482e-30,-0.207336304871245,0.047,0.182,2.44657909749117e-26,"Whrn"
"Ybx1",1.93043360383068e-30,-0.411326136045644,0.303,0.473,2.91128691793705e-26,"Ybx1"
"Tmsb4x",1.97977083591318e-30,0.365428683992221,0.966,0.971,2.98569239764067e-26,"Tmsb4x"
"Ogfod1",2.05176100355924e-30,0.292172693617147,0.435,0.254,3.09426076946768e-26,"Ogfod1"
"Rsrc1",2.20090689933854e-30,0.283120134564919,0.339,0.179,3.31918769489245e-26,"Rsrc1"
"Fabp5",2.87547446108003e-30,-0.428466223344712,0.331,0.504,4.33650303475479e-26,"Fabp5"
"Nyap2",4.07490634140222e-30,-0.288236874923958,0.1,0.254,6.14536625346869e-26,"Nyap2"
"Arhgdia",4.75209363436795e-30,0.31630251883398,0.49,0.314,7.1666324099903e-26,"Arhgdia"
"Mbnl2",9.90672626155807e-30,0.333185039610116,0.562,0.385,1.49403338750557e-25,"Mbnl2"
"Serpine2",1.26635259054549e-29,0.343164971939221,0.24,0.104,1.90978634180166e-25,"Serpine2"
"Rpl13a",1.50258555827081e-29,0.385312018489089,0.963,0.985,2.26604928042821e-25,"Rpl13a"
"2900055J20Rik",1.88703684286529e-29,0.412033330931693,0.462,0.301,2.84584026272514e-25,"2900055J20Rik"
"Uchl1",2.02593362124367e-29,0.37725578948703,0.758,0.631,3.05531049419758e-25,"Uchl1"
"Tspan5",2.4761699170473e-29,-0.567788239503777,0.443,0.572,3.73431185189904e-25,"Tspan5"
"Agtpbp1",2.50091918166065e-29,0.278548511910209,0.423,0.247,3.77163621786242e-25,"Agtpbp1"
"Tac1",2.78036109368433e-29,0.961588895868867,0.438,0.292,4.19306256538534e-25,"Tac1"
"Rpl12",4.20847715026408e-29,0.337145435470546,0.722,0.586,6.34680439031326e-25,"Rpl12"
"Cdkl5",5.10661507270564e-29,-0.37458894136163,0.222,0.386,7.70128619114738e-25,"Cdkl5"
"Lmo2",5.36469693437107e-29,-0.206567536592385,0.047,0.177,8.09049944672502e-25,"Lmo2"
"Scn1a",6.80662340784684e-29,0.319056402609176,0.567,0.381,1.02650687613738e-24,"Scn1a"
"Cabp1",7.32102563985074e-29,-0.269245096823714,0.121,0.28,1.10408387674589e-24,"Cabp1"
"Zmat2",1.05482831146576e-28,0.333335204517075,0.555,0.395,1.59078657652152e-24,"Zmat2"
"Tmem14a",1.07903056149307e-28,0.233415826891456,0.296,0.147,1.6272859897877e-24,"Tmem14a"
"Trim37",1.14108837288858e-28,0.342689298580277,0.651,0.499,1.72087537515326e-24,"Trim37"
"Syne1",1.44802313165465e-28,0.323998222004049,0.52,0.348,2.18376368484838e-24,"Syne1"
"Smap2",1.48240042644889e-28,0.24803269690612,0.38,0.208,2.23560808312758e-24,"Smap2"
"Cpne4",1.78372506668643e-28,0.220763387505197,0.168,0.056,2.6900357730698e-24,"Cpne4"
"Calm3",1.89524488064573e-28,0.36579053747167,0.951,0.932,2.85821880450182e-24,"Calm3"
"Snx3",2.12660501792964e-28,0.360406314752708,0.718,0.588,3.2071330275397e-24,"Snx3"
"Sept8",2.12816691627193e-28,0.274636841593352,0.434,0.268,3.20948852642969e-24,"Sept8"
"Rpl38",2.13824376123282e-28,0.418259572693489,0.892,0.863,3.22468541631522e-24,"Rpl38"
"Rpl37a",2.5489821623444e-28,0.39514393641155,0.949,0.954,3.84411999903159e-24,"Rpl37a"
"Ftl1",3.17500240692095e-28,-0.391325929750586,0.905,0.948,4.78822112987748e-24,"Ftl1"
"Jakmip1",3.42024441376706e-28,0.263832109397083,0.341,0.186,5.1580706004021e-24,"Jakmip1"
"Tenm4",3.62299819032827e-28,0.281117647539571,0.429,0.256,5.46384357083407e-24,"Tenm4"
"Klc2",3.63799155040277e-28,0.329223368391787,0.536,0.367,5.48645505716242e-24,"Klc2"
"Hcn1",4.48812103804981e-28,0.488585683045806,0.289,0.149,6.76853533748292e-24,"Hcn1"
"Kcnq2",5.41416814530471e-28,0.30581987898197,0.52,0.345,8.16510697993403e-24,"Kcnq2"
"L1cam",7.90011103903008e-28,0.278441340021692,0.394,0.227,1.19141574579613e-23,"L1cam"
"Adam22",8.3699661086792e-28,0.30609469476527,0.5,0.331,1.26227458884991e-23,"Adam22"
"Rpl7",8.76832584609679e-28,0.350368080322986,0.821,0.745,1.32235122084986e-23,"Rpl7"
"Igfbp5",8.98619207813948e-28,0.213073117047502,0.166,0.056,1.35520762730422e-23,"Igfbp5"
"Slc35f1",1.00691040102391e-27,0.234461409387041,0.279,0.135,1.51852157578417e-23,"Slc35f1"
"Rasgrf2",1.44262212881798e-27,0.454568307025885,0.392,0.242,2.1756184324704e-23,"Rasgrf2"
"Adcy8",1.46869395359635e-27,-0.237162604025402,0.074,0.21,2.21493735141866e-23,"Adcy8"
"Grin1",1.97465443241675e-27,0.333502259397281,0.602,0.433,2.9779763495277e-23,"Grin1"
"Nos1ap",2.16551686757021e-27,-0.339103950365599,0.187,0.343,3.26581598798263e-23,"Nos1ap"
"Pfdn5",2.27599439421085e-27,0.363860927728355,0.877,0.858,3.43242714590938e-23,"Pfdn5"
"Rpl21",2.60916471007017e-27,0.3933704471183,0.801,0.731,3.93488129925682e-23,"Rpl21"
"Pea15a",2.77418113508864e-27,-0.307513696651257,0.608,0.754,4.18374256982717e-23,"Pea15a"
"Efr3b",2.83814609960975e-27,0.275809165681421,0.428,0.262,4.28020813282146e-23,"Efr3b"
"Frmd5",3.37914306923117e-27,-0.249408105793517,0.092,0.233,5.09608566270753e-23,"Frmd5"
"Basp1",3.40378275673683e-27,0.431571342287683,0.81,0.726,5.13324477543481e-23,"Basp1"
"Cbx6",4.98770503644284e-27,0.390034578392956,0.866,0.791,7.52195796545945e-23,"Cbx6"
"Mapt",5.33359977748223e-27,0.345230825855933,0.756,0.604,8.04360182442095e-23,"Mapt"
"Arpp19",6.71271212318579e-27,0.301044819541758,0.497,0.338,1.01234411529765e-22,"Arpp19"
"Rab9b",7.85747735125154e-27,0.202787666678861,0.23,0.101,1.18498615934224e-22,"Rab9b"
"Unc13b",9.30845017863827e-27,0.201503260994674,0.18,0.068,1.40380737144044e-22,"Unc13b"
"Meg3",9.90216261925738e-27,0.271647587462552,0.998,0.999,1.49334514461021e-22,"Meg3"
"Shisa8",1.04268958129914e-26,-0.408982656377661,0.097,0.235,1.57248015755723e-22,"Shisa8"
"Arpc5",1.10700039450323e-26,0.299513138887597,0.438,0.278,1.66946729495032e-22,"Arpc5"
"Bhlhe40",1.11807313998205e-26,0.248293853558934,0.234,0.106,1.68616610240693e-22,"Bhlhe40"
"Marcks",1.13087505843872e-26,-0.454039263396233,0.461,0.608,1.70547267563144e-22,"Marcks"
"Adgrl2",1.35910005511433e-26,0.252992048986405,0.284,0.141,2.04965879311793e-22,"Adgrl2"
"Tspan17",1.44792136834905e-26,0.241597759478407,0.334,0.181,2.18361021560721e-22,"Tspan17"
"Rpl10a",1.75256474327087e-26,0.380926929834744,0.84,0.778,2.6430428893268e-22,"Rpl10a"
"Vwa5b2",1.83092251714717e-26,0.235654105088486,0.297,0.152,2.76121424810964e-22,"Vwa5b2"
"Tprgl",2.12013890707689e-26,0.370124557695023,0.616,0.471,3.19738148576266e-22,"Tprgl"
"Ctsb",2.73109301086921e-26,0.314562872682338,0.761,0.625,4.11876136969185e-22,"Ctsb"
"Rps9",3.63158115677932e-26,0.320929429489989,0.926,0.911,5.47678754253889e-22,"Rps9"
"Kcnh7",3.99362602987636e-26,0.229784448882643,0.226,0.101,6.02278741565654e-22,"Kcnh7"
"Rps10",4.26419676754266e-26,0.327710596547182,0.753,0.654,6.43083514513109e-22,"Rps10"
"Baiap2",6.22276632041362e-26,0.270524130312384,0.389,0.233,9.38455388781579e-22,"Baiap2"
"Rps6",7.7597548518554e-26,0.351137362116392,0.88,0.837,1.17024862920831e-21,"Rps6"
"Mef2c",8.08917426916076e-26,-0.242752836741657,0.073,0.203,1.21992837153213e-21,"Mef2c"
"Nedd4l",9.17529426349707e-26,0.270314673964606,0.34,0.192,1.38372612787799e-21,"Nedd4l"
"Peg3",9.80456695795099e-26,0.318600719161061,0.849,0.76,1.47862674292859e-21,"Peg3"
"Begain",1.05986001853838e-25,0.206527816825619,0.234,0.106,1.59837489395773e-21,"Begain"
"Slc6a6",1.08781348526383e-25,-0.353940764724324,0.299,0.45,1.64053151712638e-21,"Slc6a6"
"Cntnap1",1.40662236694422e-25,0.266896876158164,0.441,0.28,2.12132719158858e-21,"Cntnap1"
"Ptprf",1.42388716850855e-25,0.231651703647933,0.34,0.184,2.14736423882774e-21,"Ptprf"
"Ywhab",1.86752110838337e-25,0.405734891331694,0.864,0.799,2.81640858355295e-21,"Ywhab"
"Scn2b",2.00506064246185e-25,0.319490216393929,0.625,0.462,3.02383195489672e-21,"Scn2b"
"Lor",2.03988421167782e-25,0.253781097450731,0.279,0.141,3.07634937963132e-21,"Lor"
"Slc6a11",2.90153705530528e-25,-0.215592579399984,0.088,0.223,4.37580803310589e-21,"Slc6a11"
"6330403K07Rik",3.20376978409429e-25,0.801931689789559,0.766,0.743,4.8316052113926e-21,"6330403K07Rik"
"Tsc22d1",7.4205451932106e-25,0.342825264387336,0.866,0.788,1.11909242058809e-20,"Tsc22d1"
