"","PatchSeq.p_val","PatchSeq.avg_log2FC","PatchSeq.pct.1","PatchSeq.pct.2","PatchSeq.p_val_adj","gene"
"Rptoros",0.00245401734262325,0.438273624728857,0.103,0.015,1,"Rptoros"
"Camta2",0.00245747874552601,0.343111693994477,0.718,0.603,1,"Camta2"
"Ppara",0.0024618885842247,0.419810483770982,0.214,0.081,1,"Ppara"
"Tmprss11f",0.00247758247632092,0.235873994943509,0.231,0.088,1,"Tmprss11f"
"Plch2",0.00249724676959089,0.392838054676531,0.479,0.279,1,"Plch2"
"Cacna1e",0.0025292544222983,0.349253350702218,0.821,0.735,1,"Cacna1e"
"Selenok",0.00258278826450548,0.259666118681092,0.872,0.75,1,"Selenok"
"Gm43599",0.00261549910192642,0.548390583627155,0.333,0.162,1,"Gm43599"
"Shisa3",0.00263592221021315,0.302184316188794,0.735,0.662,1,"Shisa3"
"Cep85l",0.00264300198305623,0.424616523343441,0.598,0.441,1,"Cep85l"
"Adgra1",0.00270281892486363,0.465277709235828,0.573,0.397,1,"Adgra1"
"Gm15133",0.00272744349691123,0.441650718152057,0.308,0.14,1,"Gm15133"
"Glra3",0.00273538642461362,0.482330969767262,0.547,0.39,1,"Glra3"
"Marchf5",0.00275929705237897,0.347996459139411,0.718,0.559,1,"Marchf5"
"Spata2l",0.00278160922671073,0.577102738650976,0.265,0.118,1,"Spata2l"
"Sorcs2",0.00285058264938946,0.358848902906327,0.752,0.551,1,"Sorcs2"
"Ube2e3",0.00286578916474818,0.274792720127978,0.88,0.713,1,"Ube2e3"
"Tmem91",0.00286578916474818,0.275192598532792,0.855,0.735,1,"Tmem91"
"B3gat1",0.00286878212736034,0.405553388150095,0.624,0.463,1,"B3gat1"
"Gm13814",0.00287301014990945,0.462483649082642,0.154,0.044,1,"Gm13814"
"Pum1",0.0028746769497151,0.263523307125018,0.915,0.779,1,"Pum1"
"Eps15l1",0.00288789064144644,0.369317587627668,0.778,0.596,1,"Eps15l1"
"Mapre3",0.00289870154712207,0.208426256167546,0.923,0.846,1,"Mapre3"
"4930519F16Rik",0.00291001099561815,0.239442568208331,0.923,0.831,1,"4930519F16Rik"
"Taf13",0.00292295745372017,0.459967802702194,0.479,0.287,1,"Taf13"
"Dph5",0.0029251706262547,0.465529290628777,0.444,0.272,1,"Dph5"
"Ntng1",0.00292649773820594,0.299690178086246,0.88,0.787,1,"Ntng1"
"Kif26b",0.00293059508723599,0.375895552517717,0.718,0.588,1,"Kif26b"
"Ccdc28a",0.00295742133132899,0.454580435758869,0.556,0.346,1,"Ccdc28a"
"Dyrk3",0.00296584107862962,0.501022490215277,0.214,0.081,1,"Dyrk3"
"Rexo5",0.00297264176308776,0.54389648436296,0.222,0.088,1,"Rexo5"
"Nxt1",0.00297264176308776,0.675857782784532,0.222,0.088,1,"Nxt1"
"Taf11",0.00298790040346096,0.383312198821926,0.735,0.493,1,"Taf11"
"Mios",0.00299315853297186,0.466720622614366,0.453,0.272,1,"Mios"
"Api5",0.00299518362824675,0.459111264546632,0.556,0.397,1,"Api5"
"Ctnna1",0.00300563244437098,0.319379504618763,0.752,0.618,1,"Ctnna1"
"Tigar",0.00300924042259424,0.456967966762911,0.496,0.309,1,"Tigar"
"Nudcd3",0.00301537136569625,0.213688319271507,0.906,0.838,1,"Nudcd3"
"Tfap2b",0.00301689599217145,-0.492821321681642,0.376,0.537,1,"Tfap2b"
"Nhej1",0.00302739538888751,0.499509119344095,0.291,0.14,1,"Nhej1"
"Zfp790",0.00305989280588172,0.554973492200667,0.231,0.096,1,"Zfp790"
"Tanc2",0.00306606810302895,0.242208040639261,0.949,0.853,1,"Tanc2"
"Gfra1",0.00309642490691423,0.512337500865299,0.538,0.39,1,"Gfra1"
"Adam21",0.00310045626696229,0.640022009071783,0.197,0.074,1,"Adam21"
"Camk2g",0.00312947174898624,0.20601312783556,0.915,0.816,1,"Camk2g"
"Pgm2l1",0.00315644164277085,0.203249393646206,0.915,0.838,1,"Pgm2l1"
"Ccdc38",0.00317565121726463,0.385829989489667,0.239,0.103,1,"Ccdc38"
"Gadd45gip1",0.00317995264118476,0.384480300538846,0.744,0.574,1,"Gadd45gip1"
"Cggbp1",0.00318358329323141,0.374410149584859,0.59,0.382,1,"Cggbp1"
"Tnfaip1",0.0031949936235666,0.501007095124338,0.479,0.309,1,"Tnfaip1"
"Isyna1",0.00319756957581874,0.534379599297492,0.479,0.301,1,"Isyna1"
"Rab4b",0.00319981213930946,0.403011958052262,0.607,0.434,1,"Rab4b"
"1700042O10Rik",0.00320997791655415,0.582834106211237,0.111,0.022,1,"1700042O10Rik"
"B4galnt4",0.00323914494240089,0.54781988017974,0.419,0.257,1,"B4galnt4"
"Gm37060",0.003243413589931,0.571233024621789,0.188,0.066,1,"Gm37060"
"Isca1",0.00330987776020593,0.287172950182792,0.821,0.691,1,"Isca1"
"Ctbs",0.00336934072694227,0.407433139397156,0.128,0.029,1,"Ctbs"
"Cd151",0.00336993974291209,0.58192006667087,0.231,0.096,1,"Cd151"
"Tmem47",0.00337779839894185,0.39398326400762,0.65,0.449,1,"Tmem47"
"Gpr149",0.00337924938673755,0.497647374347913,0.248,0.11,1,"Gpr149"
"H4f16",0.00341047702240791,0.283388528763491,0.128,0.029,1,"H4f16"
"A930005H10Rik",0.00341228661885301,0.548500735673267,0.402,0.243,1,"A930005H10Rik"
"Eif2b2",0.00345070440526743,0.519465070704602,0.479,0.301,1,"Eif2b2"
"Morc4",0.00348961734003296,0.473891852048151,0.239,0.103,1,"Morc4"
"Kcnab1",0.00352248051461753,0.344370201191202,0.761,0.625,1,"Kcnab1"
"Dpysl3",0.00355905817717589,0.303634433303244,0.786,0.654,1,"Dpysl3"
"Gm12147",0.00357492857169557,0.294650351596335,0.188,0.066,1,"Gm12147"
"Gm26549",0.00358645377569036,0.349489600954864,0.786,0.566,1,"Gm26549"
"Mapk11",0.00359040503256101,0.649131805421611,0.359,0.213,1,"Mapk11"
"Gm48796",0.00360185406564382,0.684212392293722,0.205,0.074,1,"Gm48796"
"Tacc3",0.00360266799709447,0.589130686441773,0.205,0.081,1,"Tacc3"
"Gm11223",0.00362557721182934,0.323045283926063,0.838,0.647,1,"Gm11223"
"Eif3s6-ps2",0.00365049612254683,0.489978422842773,0.308,0.154,1,"Eif3s6-ps2"
"Fbxw11",0.0036530644266216,0.324421143324104,0.735,0.64,1,"Fbxw11"
"Coro2a",0.0036643219989257,0.432653499228509,0.53,0.36,1,"Coro2a"
"2010204K13Rik",0.00366776968645157,0.527218728950142,0.444,0.287,1,"2010204K13Rik"
"Klc2",0.00367013906896758,0.297401805192147,0.821,0.669,1,"Klc2"
"Abca2",0.00369756773257958,0.466524722403439,0.556,0.397,1,"Abca2"
"Kif20a",0.00371255920076937,0.619155525926841,0.256,0.118,1,"Kif20a"
"Nhlh2",0.00373817972906141,0.65792780279098,0.197,0.081,1,"Nhlh2"
"Tenm2",0.00374196747302041,0.226549305189674,0.991,0.971,1,"Tenm2"
"Arhgdia",0.00377310839013788,0.221637974741807,0.863,0.75,1,"Arhgdia"
"Hspbap1",0.00377917177414373,0.342399766062873,0.316,0.154,1,"Hspbap1"
"Gm42449",0.00380631090750899,0.516563867204805,0.111,0.022,1,"Gm42449"
"Lrig1",0.00380745045704476,0.514737126557766,0.308,0.162,1,"Lrig1"
"Npas4",0.00381519522832248,0.62362402114417,0.282,0.14,1,"Npas4"
"Gpaa1",0.00382295051700148,0.537839234787446,0.41,0.235,1,"Gpaa1"
"Hipk3",0.00383715572260944,0.413852143131055,0.607,0.449,1,"Hipk3"
"Gm26658",0.00384929832332975,0.373759609269033,0.641,0.529,1,"Gm26658"
"Gm20696",0.00387799702831312,0.349222951222888,0.641,0.471,1,"Gm20696"
"Gm9748",0.00390686490037433,0.737874264868111,0.162,0.051,1,"Gm9748"
"Zim3",0.00395027953639047,0.504755346811921,0.47,0.309,1,"Zim3"
"Gm6180",0.00396366165281396,0.438067150341143,0.496,0.338,1,"Gm6180"
"Txlna",0.0039880211574049,0.438770269561408,0.504,0.331,1,"Txlna"
"Adamts20",0.00399383157470646,0.444446984899879,0.462,0.301,1,"Adamts20"
"Hgf",0.0039986379157859,0.507862781726741,0.41,0.265,1,"Hgf"
"Tfg",0.00400452854926204,0.301675754032035,0.735,0.632,1,"Tfg"
"Ap1b1",0.00401372634519681,0.233570984989074,0.872,0.757,1,"Ap1b1"
"Gclm",0.0040283495473093,0.401923651148294,0.675,0.5,1,"Gclm"
"Gatc",0.00403720070618156,0.438288183646166,0.581,0.397,1,"Gatc"
"Dmtn",0.00404462621501661,0.235634727570882,0.957,0.853,1,"Dmtn"
"Hook3",0.00404964970964369,0.293438470987363,0.872,0.684,1,"Hook3"
"3110040N11Rik",0.00407842054714709,0.58572639682516,0.376,0.221,1,"3110040N11Rik"
"Med21",0.00408829539758041,0.409670466636241,0.632,0.463,1,"Med21"
"Cfap54",0.00410977700106823,0.505523777892238,0.607,0.515,1,"Cfap54"
"Ostn",0.00411464086771736,0.271490762769633,0.162,0.051,1,"Ostn"
"Zfp873",0.00411464086771736,0.47070464873464,0.162,0.051,1,"Zfp873"
"Gm12905",0.00412658152985837,0.538143451621695,0.453,0.324,1,"Gm12905"
"Acvr2b",0.00414270116324764,0.464111368280077,0.376,0.213,1,"Acvr2b"
"A530058O07Rik",0.00416755994835748,0.419601246050511,0.111,0.022,1,"A530058O07Rik"
"Tac1",0.0041777762927303,0.588295737376531,0.35,0.191,1,"Tac1"
"Lmo3",0.00417870276498819,0.316741433683812,0.812,0.676,1,"Lmo3"
"Nfs1",0.00421433605867137,0.407622447095967,0.632,0.456,1,"Nfs1"
"Gm22884",0.00422163237305502,0.609696314503976,0.111,0.022,1,"Gm22884"
"Epha5",0.0042225233434593,0.25216892944511,0.932,0.868,1,"Epha5"
"Rap2b",0.00426318323833877,0.37328925666876,0.487,0.301,1,"Rap2b"
"Asic2",0.00426633195707676,0.244371807472387,1,0.993,1,"Asic2"
"Pbx1",0.00427736740092956,0.220200662533548,0.906,0.853,1,"Pbx1"
"4930549G23Rik",0.00428896661415827,0.433469945749904,0.564,0.419,1,"4930549G23Rik"
"Camk1",0.00430448076911562,0.301442764416677,0.735,0.596,1,"Camk1"
"Ppp1r1b",0.00430549251016354,0.552619922173391,0.316,0.169,1,"Ppp1r1b"
"Cacng4",0.00434575075186524,0.487945491202066,0.427,0.272,1,"Cacng4"
"Gm2076",0.00435555090041105,0.36143328123247,0.265,0.118,1,"Gm2076"
"Gm43668",0.00437718025457106,0.35551293356018,0.162,0.051,1,"Gm43668"
"Mrpl10",0.00437855729484699,0.412951893778936,0.615,0.449,1,"Mrpl10"
"Gm14326",0.00441088115536628,0.390188949811663,0.65,0.493,1,"Gm14326"
"Mycbp",0.00442094026869377,0.545364350359874,0.393,0.25,1,"Mycbp"
"Gm10221",0.00442476500870956,0.536461588414426,0.291,0.147,1,"Gm10221"
"Gabrb3",0.00443125324547404,0.219257353381656,0.915,0.875,1,"Gabrb3"
"Itln1",0.00443515468837635,0.475574646295102,0.145,0.044,1,"Itln1"
"Gm8355",0.00446038921978982,0.38487673816026,0.444,0.279,1,"Gm8355"
"Islr",0.00446472010294477,0.503439459034308,0.316,0.169,1,"Islr"
"Kctd16",0.0044881267824402,0.25425063072485,0.863,0.787,1,"Kctd16"
"Chrna6",0.0045187211783306,-0.706139688111964,0.051,0.162,1,"Chrna6"
"Gm48559",0.00454275537919346,0.593519924694306,0.188,0.066,1,"Gm48559"
"Npl",0.00454282573633295,0.487403810409458,0.35,0.191,1,"Npl"
"Pus10",0.00455172368765322,0.372729191915313,0.59,0.426,1,"Pus10"
"Gm4107",0.00456279920706331,0.249937112101059,0.325,0.162,1,"Gm4107"
"9630041A04Rik",0.00456651060746543,0.379071754526491,0.607,0.419,1,"9630041A04Rik"
"Dcun1d3",0.00462276229282169,0.425530752351737,0.487,0.309,1,"Dcun1d3"
"Olfm2",0.00463311244826604,0.313375046723249,0.718,0.603,1,"Olfm2"
"Atg9b",0.00464573800095382,0.623722598664655,0.205,0.081,1,"Atg9b"
"Ezh1",0.00465291436285654,0.356109591738749,0.701,0.529,1,"Ezh1"
"Cluh",0.00465866737490852,0.42638403102322,0.53,0.36,1,"Cluh"
"Mgat4a",0.00466694325444332,0.285520281244172,0.65,0.463,1,"Mgat4a"
"Ccdc107",0.0046766330450809,0.489733356796323,0.547,0.36,1,"Ccdc107"
"Tnnt1",0.00470170503113274,-0.720577494071821,0.154,0.287,1,"Tnnt1"
"Sst",0.00470826504631906,-0.574206408002834,0.325,0.471,1,"Sst"
"Gse1",0.00473528159708926,0.376660819269017,0.222,0.096,1,"Gse1"
"Rpl13-ps6",0.00480382521708995,0.3890979716085,0.137,0.037,1,"Rpl13-ps6"
"E330011O21Rik",0.00480382521708995,0.274410005905086,0.137,0.037,1,"E330011O21Rik"
"St8sia4",0.00480992866007852,0.422500063274116,0.333,0.184,1,"St8sia4"
"1700003D09Rik",0.00482032723005303,0.627461724147473,0.308,0.162,1,"1700003D09Rik"
"Rbm24",0.00484661855986084,0.506255427705152,0.256,0.118,1,"Rbm24"
"Gpr160",0.00484866193356482,0.304674008674338,0.162,0.051,1,"Gpr160"
"Pard6a",0.00485514405556617,0.492525471991662,0.521,0.331,1,"Pard6a"
"Adap1",0.00486281144142383,0.360173452328211,0.761,0.559,1,"Adap1"
"Ror2",0.00487220718300465,0.307399110062964,0.496,0.338,1,"Ror2"
"Ift122",0.00487404878993587,0.498379070941574,0.376,0.228,1,"Ift122"
"Cbarp",0.00488263126380927,0.20786328843089,0.889,0.809,1,"Cbarp"
"E2f3",0.00489015783876375,0.368610417239097,0.419,0.235,1,"E2f3"
"Socs2",0.00490159064820845,0.448904095359738,0.41,0.25,1,"Socs2"
"Prox2",0.00492447473284961,0.488474693026708,0.239,0.103,1,"Prox2"
"Hopx",0.00495875258101329,-0.510803969487855,0.299,0.449,1,"Hopx"
"Cacna1c",0.00499224678465807,0.279213102425847,0.906,0.816,1,"Cacna1c"
"Sec24d",0.00502679174617656,0.395060288875219,0.393,0.228,1,"Sec24d"
"Csnk1d",0.0050316466782657,0.403518516165268,0.607,0.434,1,"Csnk1d"
"Lyrm1",0.00504562839543839,0.419402765268253,0.436,0.265,1,"Lyrm1"
"Ptprz1",0.00505398152500398,0.338262573263823,0.735,0.61,1,"Ptprz1"
"Gkap1",0.00506031161957329,0.404052795072485,0.607,0.434,1,"Gkap1"
"C130073F10Rik",0.00508633991875976,0.557671550154945,0.171,0.059,1,"C130073F10Rik"
"Tnks",0.00510399793661254,0.302934279219778,0.803,0.699,1,"Tnks"
"Phyhip",0.00512188635345322,0.297567460689153,0.778,0.669,1,"Phyhip"
"Amer3",0.00512360683903131,0.508936816997011,0.274,0.132,1,"Amer3"
"Wfdc8",0.0051273295584887,0.408524668330365,0.41,0.25,1,"Wfdc8"
"Nudt2",0.00514934020447547,0.479396480715104,0.504,0.324,1,"Nudt2"
"Dnajc17",0.00519394691208974,0.40805777837439,0.564,0.397,1,"Dnajc17"
"Adi1",0.00522396679902041,0.437350783751137,0.573,0.39,1,"Adi1"
"Ccdc50",0.00525308230365016,0.354499440360208,0.684,0.537,1,"Ccdc50"
"Ece1",0.00525960913199422,0.428276114481262,0.53,0.375,1,"Ece1"
"Slc30a6",0.00526621430847031,0.525131927148719,0.359,0.213,1,"Slc30a6"
"Eprs",0.005296931802848,0.201125679884003,0.88,0.824,1,"Eprs"
"Dnhd1",0.00534164210706001,0.345224563902577,0.282,0.14,1,"Dnhd1"
"Ak8",0.00541669976290525,0.595735222438927,0.35,0.213,1,"Ak8"
"Arl15",0.00542299422332687,0.302968238492511,0.812,0.618,1,"Arl15"
"Bag4",0.00542679037701009,0.406978200620616,0.573,0.404,1,"Bag4"
"Elfn1",0.00543469286279803,0.420173653801104,0.35,0.191,1,"Elfn1"
"Cnbd1",0.00543873416519354,0.208331262811452,0.316,0.162,1,"Cnbd1"
"Gm10247",0.00546953143397277,0.493343678495138,0.12,0.029,1,"Gm10247"
"Ccnd1",0.00547558457337578,-0.581287602339096,0.197,0.338,1,"Ccnd1"
"Gm5064",0.00551447022031763,-0.279956310699817,0.017,0.103,1,"Gm5064"
"1700026F02Rik",0.00555352370381645,-0.274176893381096,0.051,0.162,1,"1700026F02Rik"
"AB124611",0.00557123417775989,0.546202137249073,0.154,0.051,1,"AB124611"
"A830036E02Rik",0.0055841255449495,-0.389143396449978,0.017,0.103,1,"A830036E02Rik"
"Elfn2",0.0055969977381334,0.396656357965897,0.538,0.375,1,"Elfn2"
"Tubb2b",0.00559768887519849,0.513621857440564,0.436,0.279,1,"Tubb2b"
"Gm11837",0.00560735199920549,0.520631164901578,0.35,0.199,1,"Gm11837"
"Gm37895",0.00562845207856456,0.437769760816956,0.154,0.051,1,"Gm37895"
"Gm48155",0.0056336607803694,0.224447786657831,0.256,0.118,1,"Gm48155"
"Cnot4",0.00566081681746203,0.272280530469114,0.829,0.713,1,"Cnot4"
"Gm29502",0.00567142112091833,0.324534234797363,0.564,0.404,1,"Gm29502"
"Gabbr1",0.00568605344345621,0.204782873642594,0.957,0.846,1,"Gabbr1"
"Lrrc57",0.00571121814344299,0.59617492556704,0.316,0.176,1,"Lrrc57"
"Gm52968",0.00571530363628631,0.415308709574533,0.179,0.066,1,"Gm52968"
"Ppp1ccb",0.00574908884609739,0.494868549745139,0.521,0.353,1,"Ppp1ccb"
"Cox4i2",0.00575471879179054,0.558455446678291,0.222,0.096,1,"Cox4i2"
"Pank1",0.0057684964033652,0.399202362141425,0.607,0.463,1,"Pank1"
"Nxpe4",0.00579709349325516,0.455289347709074,0.479,0.331,1,"Nxpe4"
"Helz",0.00579980194832592,0.30222143942701,0.778,0.691,1,"Helz"
"Slc20a2",0.00582604555447908,0.453810244677322,0.487,0.346,1,"Slc20a2"
"Cnot3",0.00583005883418271,0.374188554541211,0.735,0.603,1,"Cnot3"
"Ankrd13d",0.00584838577321119,0.414209138314894,0.624,0.471,1,"Ankrd13d"
"Sdr42e1",0.00586266246859545,0.534391449195899,0.154,0.051,1,"Sdr42e1"
"Agbl2",0.00587689855536021,0.302335706661855,0.359,0.199,1,"Agbl2"
"Gm5503",0.00588440263412938,0.556290830778617,0.231,0.103,1,"Gm5503"
"Ganab",0.00588767733753792,0.467528748492384,0.479,0.324,1,"Ganab"
"Dcp1a",0.00589732816880657,0.386511952002564,0.35,0.191,1,"Dcp1a"
"Leng1",0.00590540896592345,0.560461236447169,0.282,0.147,1,"Leng1"
"Ostc",0.00592358851301095,0.41545024021389,0.624,0.441,1,"Ostc"
"Nell1",0.00594972273507783,0.292123763607254,0.906,0.838,1,"Nell1"
"Ly6h",0.00595269182139627,0.288628691388373,0.863,0.706,1,"Ly6h"
"Nrtn",0.00598129180333628,-0.717100198819806,0.077,0.191,1,"Nrtn"
"Pcgf3",0.00599707071074245,0.34495868404573,0.59,0.419,1,"Pcgf3"
"Zfp101",0.00600375069675149,0.541862283028174,0.282,0.154,1,"Zfp101"
"Cyrib",0.00606524933308267,0.215626877156231,0.906,0.846,1,"Cyrib"
"Ube2o",0.0060933086102194,0.281033162232209,0.795,0.64,1,"Ube2o"
"Elovl2",0.00610900975085253,-0.567220259882638,0.094,0.213,1,"Elovl2"
"Radil",0.00613384990844501,0.495569510982263,0.376,0.228,1,"Radil"
"Nacc2",0.00614813579333238,0.229387011780536,0.821,0.779,1,"Nacc2"
"P4ha2",0.00621901734293768,0.525022961251418,0.325,0.191,1,"P4ha2"
"Vrk3",0.00622098323263934,0.542316859135981,0.35,0.206,1,"Vrk3"
"Gm50146",0.00623131146378152,0.609019914570779,0.231,0.103,1,"Gm50146"
"4933433G19Rik",0.00628380425284886,0.42401051797921,0.538,0.397,1,"4933433G19Rik"
"Gm6159",0.00630648807928809,0.27285070458039,0.145,0.044,1,"Gm6159"
"St8sia3",0.00631830837219775,0.313352636320264,0.761,0.625,1,"St8sia3"
"5830432E09Rik",0.00635207640971873,0.556634594931929,0.299,0.162,1,"5830432E09Rik"
"Tmed2",0.00635492843680214,0.348614862079467,0.675,0.537,1,"Tmed2"
"Gm28802",0.0063882061816799,0.324678847800062,0.128,0.037,1,"Gm28802"
"Calb2",0.00646984007840802,0.355276285133145,0.675,0.574,1,"Calb2"
"Kcnq5",0.00659650745579581,0.247507695946328,0.966,0.956,1,"Kcnq5"
"Cacna1a",0.00665495448997498,0.26445998515176,0.863,0.816,1,"Cacna1a"
"C330002G04Rik",0.00665851197555569,0.31319418219839,0.795,0.647,1,"C330002G04Rik"
"Gm44788",0.00666620221828852,0.417588230986074,0.137,0.044,1,"Gm44788"
"Ltbp3",0.00667953002865499,0.471049027218543,0.385,0.228,1,"Ltbp3"
"Ptchd1",0.00669238528000795,0.440540369231492,0.487,0.331,1,"Ptchd1"
"Cntnap3",0.00670330179652427,0.401732581673632,0.308,0.169,1,"Cntnap3"
"Gstp2",0.00670540820725177,0.425468200170857,0.103,0.022,1,"Gstp2"
"9230102O04Rik",0.00671941043516284,-0.657188609603593,0.051,0.154,1,"9230102O04Rik"
"Timp2",0.00673520222015851,0.206887874041619,0.855,0.779,1,"Timp2"
"Gm5321",0.00679103338295753,0.435461194425627,0.103,0.022,1,"Gm5321"
"Tmem38b",0.00679617702331538,0.423957331835527,0.333,0.184,1,"Tmem38b"
"Rwdd2a",0.00680432104138191,0.44133466701638,0.59,0.39,1,"Rwdd2a"
"Klhl7",0.00680573003453375,0.276365425200177,0.855,0.779,1,"Klhl7"
"Sumf1",0.00680720192376357,0.313245448922332,0.718,0.537,1,"Sumf1"
"C130073E24Rik",0.00684130234595283,0.274000987322442,0.846,0.684,1,"C130073E24Rik"
"mt-Tt",0.00685733628265578,-0.429147079171143,0.402,0.581,1,"mt-Tt"
"4921511I17Rik",0.00687041274885146,0.421493087030508,0.556,0.397,1,"4921511I17Rik"
"Cnih2",0.00687274550572693,0.334078430399199,0.778,0.618,1,"Cnih2"
"Rhpn2",0.00689806380433233,0.38719838027453,0.265,0.132,1,"Rhpn2"
"Gm22442",0.00698209467256172,0.679093432064841,0.128,0.037,1,"Gm22442"
"Mab21l1",0.00700387746425207,0.463912351938067,0.444,0.279,1,"Mab21l1"
"Rrs1",0.00705139547272471,0.426547321145207,0.427,0.257,1,"Rrs1"
"1700112J16Rik",0.00705383578374314,0.46264194267203,0.103,0.022,1,"1700112J16Rik"
"Scml2",0.00710858301320564,0.351128493560243,0.453,0.279,1,"Scml2"
"Zbed3",0.00712498774408566,-0.511354738045649,0.103,0.235,1,"Zbed3"
"Arpc5",0.0071471643337229,0.34617751514037,0.667,0.529,1,"Arpc5"
"Lrrn1",0.00714933333009783,0.447200670668031,0.496,0.338,1,"Lrrn1"
"Cxxc1",0.00716539265466579,0.506939706883435,0.41,0.265,1,"Cxxc1"
"Zfp560",0.00719508786080434,0.453168246902267,0.402,0.243,1,"Zfp560"
"Slc23a2",0.00722742324776318,0.344480890635579,0.692,0.537,1,"Slc23a2"
"Prox2os",0.00723407433748306,0.553974097657889,0.103,0.022,1,"Prox2os"
"Gm44681",0.00723407433748306,0.537264791657499,0.103,0.022,1,"Gm44681"
"Trim3",0.00724388609586863,0.327988770604451,0.718,0.581,1,"Trim3"
"Ate1",0.00724669984638376,0.292363294821786,0.761,0.625,1,"Ate1"
"Adcyap1r1",0.00730698596458617,0.386274768112996,0.556,0.397,1,"Adcyap1r1"
"Golph3",0.00730840962602194,0.353297137858901,0.726,0.581,1,"Golph3"
"Gm43462",0.0073133055139923,0.492835061793942,0.214,0.096,1,"Gm43462"
"Ebna1bp2",0.00732774593382112,0.422149291436351,0.573,0.434,1,"Ebna1bp2"
"L3mbtl3",0.00735286315865939,0.309128678589162,0.752,0.647,1,"L3mbtl3"
"Rpl32-ps",0.00737400304342887,0.5320499037865,0.222,0.103,1,"Rpl32-ps"
"1700016D06Rik",0.00738522067431977,0.259531344999194,0.231,0.103,1,"1700016D06Rik"
"Mis12",0.00738637161391105,0.421375875535487,0.325,0.176,1,"Mis12"
"Vmn2r18",0.00741843524224857,0.213168725489864,0.103,0.022,1,"Vmn2r18"
"Hs3st4",0.00744540653854052,0.312979717003402,0.803,0.669,1,"Hs3st4"
"Mmd",0.0074794599664467,0.395554997795562,0.564,0.412,1,"Mmd"
"B4galt4",0.00751929089435195,0.396337233056769,0.239,0.11,1,"B4galt4"
"En1",0.00754192959943805,0.464460356232716,0.128,0.037,1,"En1"
"Egfl7",0.00757416168645201,0.415919129640236,0.376,0.221,1,"Egfl7"
"Nisch",0.0075925180434782,0.216858264508331,0.949,0.853,1,"Nisch"
"Psmg1",0.0076091080577746,0.453916221872136,0.453,0.287,1,"Psmg1"
"Lbhd2",0.00765224905958884,0.618153205237629,0.256,0.125,1,"Lbhd2"
"Tnfrsf21",0.00765532464794625,0.324302422458509,0.726,0.574,1,"Tnfrsf21"
"Dzip3",0.00765947763029025,0.236110423205102,0.863,0.728,1,"Dzip3"
"Ahcyl2",0.00766922819001405,0.280089032375759,0.838,0.691,1,"Ahcyl2"
"Tafa4",0.0077114581405816,0.405435620970855,0.427,0.294,1,"Tafa4"
"Atp8a1",0.00773714858775528,0.239840664934452,0.923,0.89,1,"Atp8a1"
"Zfp574",0.00776460775567575,0.43126276134914,0.41,0.25,1,"Zfp574"
"Tex36",0.00777126713050225,0.418552951897782,0.282,0.132,1,"Tex36"
"Mmgt1",0.00778591900900763,0.481968579320183,0.35,0.206,1,"Mmgt1"
"Sppl2a",0.00780596235006987,0.379630815400141,0.573,0.426,1,"Sppl2a"
"Alkbh8",0.0078153910695731,0.348043006148766,0.658,0.522,1,"Alkbh8"
"Mfsd10",0.00784250944438482,0.637793311579564,0.274,0.147,1,"Mfsd10"
"Sgsm2",0.00786020244946546,0.326795795685912,0.709,0.559,1,"Sgsm2"
"Septin5",0.00788264323314604,0.311879130311046,0.735,0.603,1,"Septin5"
"Rpl31-ps8",0.00790511698922544,0.275144265819324,0.667,0.566,1,"Rpl31-ps8"
"Ptdss1",0.00791611941596409,0.368822731739841,0.624,0.515,1,"Ptdss1"
"8030445P17Rik",0.0079424352425947,0.478614350867475,0.214,0.096,1,"8030445P17Rik"
"Zdhhc8",0.00798284590132707,0.442011464874017,0.462,0.301,1,"Zdhhc8"
"1700016P03Rik",0.0079928948672611,0.485121242493921,0.444,0.279,1,"1700016P03Rik"
"Gm37880",0.00799678394242379,0.431792101798013,0.154,0.051,1,"Gm37880"
"Setbp1",0.0080628360892168,0.283037990998845,0.795,0.699,1,"Setbp1"
"Gm20460",0.00808853047582538,0.522229486337169,0.248,0.118,1,"Gm20460"
"Gm20268",0.00808853047582538,0.32673837191236,0.248,0.118,1,"Gm20268"
